orientationRrFoot,orientationRpFoot,orientationRyFoot,orientationLrFoot,orientationLpFoot,orientationLyFoot,orientationRrShank,orientationRpShank,orientationRyShank,orientationLrShank,orientationLpShank,orientationLyShank,orientationRrThigh,orientationRpThigh,orientationRyThigh,orientationLrThigh,orientationLpThigh,orientationLyThigh
-179.997844508245,-0.014334156631952,-155,-179.990493756932,0.0424260864488245,155,179.837223597803,-0.00211341338917428,-155,179.880566988289,0.0570347168016359,155,179.888123352038,0.0323387493264263,-155,179.897487192077,0.0275494167255163,155
-179.997806467946,-0.0143562978272946,-155.000032244408,-179.990475394893,0.0423733164009694,155.000011000447,179.837233593645,-0.00232427720705073,-155.000708331968,179.880586860827,0.0570317938841984,154.999987248437,179.888511179431,0.0322919530064455,-155.000081778589,179.897772268077,0.0274404087589963,155.000039412227
-179.997740119156,-0.0144336207975332,-155.000082281593,-179.990442011866,0.0422859855683949,155.000014373517,179.837259256302,-0.00286213366173122,-155.002347380345,179.880617883414,0.0570139105968351,154.999982875871,179.889436514735,0.0322146980194057,-155.000245468924,179.898472419225,0.0271693120808684,155.000205646365
-179.997656689395,-0.0145987436234735,-155.000145978885,-179.990404328733,0.0421965934747106,155.000009535235,179.837291241297,-0.00383317107969251,-155.005061983555,179.880653107436,0.0569773772891062,155.000041442789,179.891066148573,0.0321488795792547,-155.000514331964,179.899705564637,0.026708021914649,155.000651762829
-179.99757446008,-0.0148765350693623,-155.000229127558,-179.990371006277,0.0421313022442964,155.000010373208,179.837308143259,-0.00526099409444245,-155.00879115186,179.880677755804,0.0569435402147914,155.000264504754,179.893520641945,0.0321355259349337,-155.000954524506,179.90150313503,0.0260738302807697,155.001510429251
-179.997515572391,-0.0152838772620905,-155.000321478745,-179.990336010155,0.0421116083634882,155.000017964377,179.837279981375,-0.00711540438306348,-155.013327492019,179.880662090844,0.0569427835107218,155.000744229659,179.896896219889,0.0321949276132906,-155.001681722425,179.903838678605,0.0252993697121949,155.002827323085
-179.99748631378,-0.0158276701177598,-155.000391432481,-179.99028892479,0.0421448298962617,155.000023536683,179.837171127937,-0.00933617438300738,-155.018382946657,179.880579808568,0.0569830740450661,155.001448595,179.901257299336,0.0323215277237721,-155.002827129526,179.906636743269,0.0243997894405509,155.004541788494
-179.997483619606,-0.0165194561451716,-155.000406098473,-179.990250411553,0.0422227385480024,155.000029815625,179.836966183047,-0.0118419867082452,-155.023626845393,179.880436125861,0.0570407035758689,155.002166238468,179.906602841777,0.0324808640483876,-155.004482807138,179.909771852985,0.0233717132725986,155.006523787828
-179.997516737387,-0.0173688511264292,-155.000351395218,-179.990251643627,0.0423226559326111,155.000052940497,179.836684473145,-0.0145426674974019,-155.028729667779,179.880246187499,0.0570872574060437,155.002578455528,179.912852794449,0.0326315713201047,-155.006661065145,179.913113100005,0.0221837114212263,155.008651311014
-179.997606099768,-0.0183620761452697,-155.000232781076,-179.990300146644,0.0424391908212422,155.000104748495,179.83636662679,-0.0173489268721487,-155.033429375777,179.879985442018,0.0571199522467032,155.002388851794,179.919865183028,0.0327376793923983,-155.009298683455,179.916539689561,0.0207651350964501,155.01084518058
-179.997764475092,-0.0194488595114289,-155.000061126736,-179.990403218514,0.0426140443677825,155.000184032095,179.836063638075,-0.0201750633391174,-155.037566050893,179.87959038533,0.0571605638497459,155.001398547736,179.927455804406,0.032763702102038,-155.01231409756,179.919914186942,0.0190401396133014,155.013033311527
-179.997996767762,-0.0205543586807352,-154.999846417716,-179.990578880051,0.0428905443770407,155.000284316862,179.835823473462,-0.0229220643541911,-155.041072440341,179.87897905494,0.0572255534001214,154.999499014911,179.935399781633,0.0326708950842368,-155.015637702468,179.923076629385,0.0169547110560244,155.015132504698
-179.998314142023,-0.0216136652490306,-154.999597651447,-179.990842582566,0.0432900842151437,155.000395292734,179.83566213462,-0.0254884866542703,-155.043944979808,179.878071983988,0.057312702912971,154.996649666629,179.943448130157,0.0324239397681134,-155.019187782049,179.925864200273,0.0144936289483945,155.017086474611
-179.998729729113,-0.0225816333985803,-154.99932747927,-179.99120578718,0.0438109952846683,155.000508726327,179.835537017493,-0.0278257881010524,-155.046219467905,179.876841063243,0.0574009391421022,154.992901559147,179.951359976826,0.0320053394269378,-155.022838376833,179.928131074572,0.0116859735027355,155.018889458586
-179.999251020769,-0.0234183642560562,-154.9990462627,-179.991672883472,0.0443990626427834,155.000622922614,179.835342440873,-0.0299604513409038,-155.048008341543,179.875340702265,0.0574273991343133,154.988440884983,179.958912106733,0.0314117666980206,-155.026428877466,179.929734927942,0.00860716568243536,155.020598031044
-179.99987425073,-0.0240812479214988,-154.998757594139,-179.992229200474,0.0449791257003119,155.00073186692,179.834933252051,-0.0319711965652463,-155.049579335408,179.873677448347,0.0573132886484394,154.983560104281,179.965900999415,0.030650790733042,-155.029828762524,179.930531175245,0.00537514897584363,155.022319437832
-180.00058633674,-0.0245364630484655,-154.998464461613,-179.992840500039,0.0454886728540321,155.000831117634,179.834167572304,-0.0339509081069845,-155.051334294205,179.871966239828,0.0570215733523966,154.978562040182,179.972168806755,0.0297521525751435,-155.032972178975,179.930406159003,0.00210384452516222,155.024144814269
-180.001381015451,-0.0247786580252042,-154.998169295103,-179.993465572793,0.0458602335324724,155.000926958361,179.832929203568,-0.0359626312368059,-155.05367461341,179.870315420094,0.056562369740904,154.973710409641,179.977612456533,0.0287804350939283,-155.035854252245,179.92928206866,-0.00112298055850249,155.026103206383
-180.00224952409,-0.0248276192593787,-154.997883403931,-179.994074857666,0.0460349143330924,155.00101961565,179.831143983684,-0.0380162310952706,-155.056913013327,179.868810818894,0.0559675447664001,154.969240917859,179.982164669509,0.0278155228597904,-155.038531030623,179.927105521885,-0.00424726710007714,155.028179876986
-180.003174610471,-0.0246963207754778,-154.997619854065,-179.994669026328,0.0459813206175107,155.001090593316,179.828805087546,-0.0400569764203828,-155.061247042354,179.867490182797,0.0552846400203771,154.965365911224,179.985783006853,0.0269230839060398,-155.041089389961,179.923873242071,-0.00723245416415698,155.03033639069
-180.00414107804,-0.024376197201155,-154.997373881502,-179.995261398361,0.0456959863481237,155.001126401666,179.825976182557,-0.0419821329011944,-155.066699310477,179.866339146329,0.054585742933173,154.962253616237,179.988431332976,0.0261558575708776,-155.043590186944,179.919650162342,-0.0100502530323568,155.032489191163
-180.005123742024,-0.0238594808870986,-154.997145982889,-179.995844198678,0.0452108251989131,155.001131886613,179.822778332578,-0.0436833084292712,-155.073081007913,179.865303852021,0.0539453495877212,154.960008990093,179.990070102608,0.0255550283835559,-155.046034912146,179.914541276439,-0.0126796154442168,155.03452276724
-180.006087950315,-0.0231569550601418,-154.996940668363,-179.996401696215,0.0445931549809569,155.001116404003,179.819354762931,-0.0450605045402094,-155.080047262818,179.864311241789,0.0534139495286194,154.958661055008,179.990671690203,0.0251281723776227,-155.048374843952,179.908659426362,-0.0151103481728255,155.036342976087
-180.007011991583,-0.0222984772333419,-154.996746610457,-179.996932248331,0.043917462428019,155.001073700083,179.815846348724,-0.0460421217811121,-155.087183493035,179.863289872961,0.0529984886128497,154.958132112282,179.990222360839,0.0248381094689707,-155.050557168984,179.902124624957,-0.0173455845933745,155.037879687446
-180.007882718212,-0.0213121788650635,-154.996564164367,-179.997437805126,0.0432464798968264,155.000985756983,179.81237762004,-0.046627544760391,-155.094067376871,179.862181125583,0.0526487782631112,154.958223755833,179.988724896748,0.0246333008777103,-155.052593284752,179.895063310705,-0.0193797871852508,155.039092712108
-180.008676082213,-0.0202095110955068,-154.996402623074,-179.997911551077,0.0426082646530987,155.000849570519,179.809018437755,-0.04688950351684,-155.100344795795,179.860956823412,0.0522818594940321,154.958670854622,179.98621419518,0.0244622032709933,-155.054548108243,179.887602869624,-0.0211773972233578,155.040012924182
-180.009361960916,-0.019012477772649,-154.99626844686,-179.998345145351,0.0419840197894711,155.000669038836,179.805765745996,-0.0469502074262288,-155.105801589339,179.859613025585,0.0518205025746361,154.959202931172,179.982753374803,0.024270192835009,-155.056478594598,179.879886184127,-0.0226949915820337,155.040738754471
-180.009925344191,-0.0177765678462779,-154.996170412839,-179.998739902363,0.0413477307235844,155.000448534368,179.802556847904,-0.046951971432551,-155.110361001484,179.858150425096,0.0512084101471236,154.959577300874,179.978420507529,0.0240207599163439,-155.058429126062,179.872072924696,-0.0238938801356445,155.041393853452
-180.010379695462,-0.0165678636562812,-154.996114109019,-179.999095313254,0.0406786496147699,155.00020673584,179.799290786509,-0.0469964328595209,-155.114043935773,179.856587360069,0.0504071809755904,154.959622389229,179.973307367005,0.0237205602727108,-155.060437768127,179.864316561419,-0.0247449433001332,155.042089177068
-180.010746433691,-0.0154296200510662,-154.996093126905,-179.99939080752,0.0399541169839153,154.999963311282,179.795844335825,-0.0471179595507474,-155.116917416512,179.854950462609,0.0494028264776713,154.959273356842,179.967537599068,0.0234184949762351,-155.062522495616,179.856746952706,-0.025241444036904,155.042894369045
