orientationRrFoot,orientationRpFoot,orientationRyFoot,orientationLrFoot,orientationLpFoot,orientationLyFoot,orientationRrShank,orientationRpShank,orientationRyShank,orientationLrShank,orientationLpShank,orientationLyShank,orientationRrThigh,orientationRpThigh,orientationRyThigh,orientationLrThigh,orientationLpThigh,orientationLyThigh
-179.992054325106,-0.0110149272607929,-155,-179.967239145981,0.0230983352323237,155,179.717444036552,0.0131799890724086,-155,179.879940286661,0.00515300191836282,155,179.824630166718,-0.135478294037565,-155,179.835106364749,-0.027157108412793,155
-179.992068296618,-0.0110204256828303,-155.000004804022,-179.967215172635,0.0230723924174648,154.999994959433,179.717425956475,0.0130599174097074,-154.99931874065,179.880128952236,0.00514858472384473,155.000560625019,179.824792512586,-0.135532977262334,-154.999649846958,179.83547441513,-0.0270645992725261,155.00035991953
-179.992098345237,-0.0110230702090923,-155.000022597029,-179.967175170311,0.023020469277927,154.999981289464,179.717347106086,0.0128007408171606,-154.997671770374,179.880557878275,0.00513777438978237,155.001857033928,179.82520675271,-0.135708984113303,-154.998796947439,179.83634402188,-0.0268362606312631,155.001226903701
-179.99215279183,-0.0110232475287995,-155.000049877786,-179.967114981398,0.0229545827281148,154.999961154149,179.717173000791,0.0124088054960363,-154.994766057337,179.881280942446,0.00513720447008978,155.004047137499,179.825972432573,-0.136088972230287,-154.997288864205,179.837843322449,-0.0264142483545846,155.002716922836
-179.992237829399,-0.0110183608062573,-155.000083668026,-179.967036493552,0.0228927619117142,154.999927033078,179.716885662742,0.0119071885260873,-154.990421272403,179.882334905089,0.00520142112428701,155.007184753405,179.827159538031,-0.136744033351071,-154.9950488389,179.840046114363,-0.0257464060765325,155.004850808791
-179.99235682579,-0.0109952423180969,-155.00013086483,-179.966950575205,0.0228646521618911,154.999864225451,179.716479536536,0.0112982168670878,-154.984549678042,179.883727410742,0.00540290957783481,155.011238392674,179.828794528901,-0.137734283341382,-154.992094116423,179.842977569872,-0.0247912452777791,155.007581358823
-179.992524534242,-0.0109346797211665,-155.000186945133,-179.966854193313,0.0228935968209965,154.999771751915,179.715963439582,0.0105774697125612,-154.977170879526,179.885453729986,0.00580678597605032,155.01607471141,179.830865081537,-0.139095569541178,-154.988546300703,179.846620140688,-0.0235167801175436,155.010796661123
-179.992759480337,-0.010810813608836,-155.000248164164,-179.966720450081,0.0229814940894742,154.999654474758,179.715366304902,0.00976353328570568,-154.968408911998,179.88752013434,0.00646105145175942,155.021457602638,179.833348290464,-0.140819732134302,-154.984589128394,179.850938175989,-0.0219086753725642,155.01433798468
-179.993056815084,-0.0106193243381691,-155.000316186353,-179.966524094973,0.023121172222969,154.999507506002,179.714736270803,0.00889210250322488,-154.958449067578,179.889945033605,0.00739444590443514,155.027093715734,179.836209101284,-0.142779804651496,-154.980414798572,179.855873870861,-0.0199711612086467,155.018044647862
-179.993386676053,-0.0103814365763022,-155.00038738488,-179.966264730885,0.023300125515044,154.999332721153,179.714134690873,0.00799217684759445,-154.947498905089,179.892759460816,0.00862007313252403,155.032655029117,179.839413569564,-0.144701463458948,-154.976182502067,179.861325310737,-0.0177131073947005,155.0217790259
-179.993715453216,-0.0101059378266519,-155.000468266476,-179.965954625142,0.0234998044409748,154.999141810686,179.713660062065,0.00708205844129595,-154.935767922319,179.89599844528,0.010148082802739,155.037812066659,179.842943619321,-0.146248169470276,-154.971968613969,179.867168580326,-0.0151513533821411,155.025420778495
-179.994006255505,-0.00979135046472033,-155.000572896665,-179.965611931303,0.0236966257721974,154.998939537961,179.713460499779,0.00617607421500966,-154.923437112968,179.899689593935,0.0119955454057376,155.042296926537,179.846765658963,-0.147039915688712,-154.967750038993,179.873286330011,-0.0123223525203634,155.028880674486
-179.994221192467,-0.00944730858124731,-155.000706615965,-179.965252592674,0.0238757445970272,154.998729909325,179.713702640612,0.00527592139888415,-154.910606751958,179.903853961076,0.0141562085846227,155.045925460599,179.850839984328,-0.146680023906261,-154.963438326213,179.879570685737,-0.00928108380209204,155.032119565427
-179.994334231008,-0.00910810495256266,-155.000863222927,-179.964883331016,0.0240439012536751,154.998525619822,179.714556615141,0.00435483128930667,-154.897302669384,179.908526467112,0.0165733109247417,155.048583489833,179.855132969775,-0.144848233711799,-154.958945200289,179.885929103696,-0.00608095179006992,155.035128467647
-179.994337205411,-0.00881726793034279,-155.001041944041,-179.964518619081,0.0242205774452206,154.99833623597,179.716185200548,0.00335073376308313,-154.883540497828,179.913752351685,0.0191673078938852,155.050246815008,179.85957926171,-0.141312476844295,-154.954218067297,179.892288374846,-0.00275374122019864,155.037913142953
-179.994249459852,-0.00859588121110409,-155.0012414934,-179.96417499241,0.0244135098412481,154.998168616718,179.718702899052,0.00218099667677093,-154.869355752958,179.919559120045,0.0218718773346104,155.050989020923,179.864067778132,-0.135924853936016,-154.949223906577,179.898597085669,0.000691014189474597,155.040495157091
-179.994103571094,-0.00845932212971565,-155.001432081746,-179.963855481346,0.024606252731393,154.998032015716,179.722150799903,0.000768706218246457,-154.854773931144,179.92594968041,0.0246422570025763,155.050952369718,179.868479310337,-0.128648742863201,-154.943926089211,179.904826821578,0.00424702182606979,155.042896590715
-179.993910626103,-0.00841252814577064,-155.001577094283,-179.963556793366,0.0247859724566811,154.997927858865,179.726503082462,-0.00093754149839512,-154.839821541273,179.93290802962,0.0274468996169152,155.050342147552,179.87270081179,-0.119557408512044,-154.938305115382,179.910973148802,0.00788252340979412,155.045144749514
