positionRXFoot,positionRYFoot,positionRZFoot,positionLxFoot,positionLyFoot,positionLZFoot
0.25,0,-0,-0.25,0,-0
0.250000038526544,-3.61398031096304e-08,-0,-0.249999769128468,1.67364854575184e-07,-0
0.250000071220785,-1.49681587814254e-07,-0,-0.249999134548038,6.05133863972421e-07,-0
0.249999969565867,-3.54955644134319e-07,-0,-0.249998245132697,1.16772820566363e-06,-0
0.249999683203652,-6.6567210475983e-07,-0,-0.249997292461882,1.69882405608282e-06,-0
0.24999923754795,-1.08242126442347e-06,-0,-0.249996452401579,2.07047359233432e-06,-0
0.249998704251064,-1.58942129404461e-06,-0,-0.249995848909078,2.18370717292981e-06,-0
0.249998165547066,-2.15945189480099e-06,-0,-0.249995539375071,1.96916156096939e-06,-0
0.249997682507243,-2.76219170189726e-06,-0,-0.249995514916692,1.40510715390385e-06,-0
0.249997285098047,-3.37460562711398e-06,-0,-0.24999571723157,5.23392272309491e-07,-0
0.249996975380576,-3.98145949391387e-06,-0,-0.249996072430765,-6.13570888972409e-07,-0
0.249996731748204,-4.5695103361206e-06,-0,-0.249996520666992,-1.94223452229212e-06,-0
0.249996532987376,-5.12880112884421e-06,-0,-0.249997022264079,-3.40591972719432e-06,-0
0.249996367032339,-5.65049478643089e-06,-0,-0.249997554487169,-4.9475324691556e-06,-0
0.249996211900671,-6.12679975620921e-06,-0,-0.249998105845414,-6.51149572440515e-06,-0
0.249996050715353,-6.56344700653014e-06,-0,-0.249998673314416,-8.05032456319806e-06,-0
0.24999589494497,-6.97760415716852e-06,-0,-0.249999260983489,-9.52714686470093e-06,-0
0.249995770238823,-7.37887399340721e-06,-0,-0.249999868046623,-1.09217257618001e-05,-0
0.249995687982741,-7.76532015824111e-06,-0,-0.250000485409392,-1.22320667459522e-05,-0
0.249995643073316,-8.13071266808095e-06,-0,-0.250001092253243,-1.34561486215519e-05,-0
0.249995627119707,-8.47581175886999e-06,-0,-0.250001654442267,-1.45824774569957e-05,-0
0.249995619843556,-8.80157380427945e-06,-0,-0.250002162897874,-1.56101276269225e-05,-0
0.249995592293493,-9.09517325389326e-06,-0,-0.250002653216122,-1.6559439185464e-05,-0
0.249995534581393,-9.35797960222145e-06,-0,-0.250003139753246,-1.74367936156918e-05,-0
0.249995458544933,-9.6072031331792e-06,-0,-0.250003581711523,-1.8218249574505e-05,-0
0.249995375131209,-9.846157798789e-06,-0,-0.250003943757635,-1.89000247845304e-05,-0
0.249995303217756,-1.00791831402885e-05,-0,-0.250004230807393,-1.95267169701441e-05,-0
0.249995272410577,-1.03177214441091e-05,-0,-0.250004464023702,-2.01421221973516e-05,-0
0.249995296504024,-1.05616771713045e-05,-0,-0.250004665656338,-2.07598627402628e-05,-0
0.24999537431429,-1.08014428402636e-05,-0,-0.250004847253296,-2.13699343737947e-05,-0
0.249995497234591,-1.10275155034323e-05,-0,-0.25000500315545,-2.19440778890547e-05,-0
0.24999565150792,-1.12363625365033e-05,-0,-0.250005144444221,-2.24619773554362e-05,-0
0.249995831244747,-1.14385842737106e-05,-0,-0.250005318469031,-2.29270143117301e-05,-0
0.249996050668694,-1.1647258621116e-05,-0,-0.250005560373295,-2.33450715392642e-05,-0
0.24999633991943,-1.18701997274024e-05,-0,-0.250005863793126,-2.37112565809582e-05,-0
0.249996701280931,-1.21150471814546e-05,-0,-0.25000621882409,-2.4028701994515e-05,-0
0.249997101689016,-1.23756642108207e-05,-0,-0.25000663581135,-2.43196621577306e-05,-0
0.249997527881125,-1.26384366427452e-05,-0,-0.250007119180528,-2.45958451432087e-05,-0
0.249997964546103,-1.289317655634e-05,-0,-0.250007651581286,-2.48407656864569e-05,-0
0.249998350963054,-1.31272959574769e-05,-0,-0.250008212390472,-2.50448094238632e-05,-0
0.249998645831109,-1.33382307431624e-05,-0,-0.250008789462464,-2.52264106073446e-05,-0
0.249998866404525,-1.35336909054049e-05,-0,-0.250009369114331,-2.53985719265135e-05,-0
0.249999040342652,-1.3717351054798e-05,-0,-0.250009930304198,-2.55485621189776e-05,-0
0.249999190250306,-1.38923103213952e-05,-0,-0.250010451629366,-2.56525880706782e-05,-0
0.249999326485996,-1.40594125799163e-05,-0,-0.250010915902414,-2.56860306932412e-05,-0
0.249999441067129,-1.42180419366155e-05,-0,-0.25001131833806,-2.5651806381706e-05,-0
0.249999530752771,-1.43604581367956e-05,-0,-0.250011670612719,-2.5595678990995e-05,-0
0.249999609626744,-1.44743850444794e-05,-0,-0.250011983308203,-2.55692835191445e-05,-0
0.249999704351849,-1.45665289629093e-05,-0,-0.250012255167418,-2.56062382133145e-05,-0
0.249999834329363,-1.46564841867446e-05,-0,-0.25001247778263,-2.5722199298661e-05,-0
0.250000006605312,-1.47549014010929e-05,-0,-0.250012639177727,-2.59161663910792e-05,-0
0.250000204233501,-1.48507375923731e-05,-0,-0.250012756871617,-2.61786498846293e-05,-0
0.250000386723707,-1.49364303803173e-05,-0,-0.250012895830515,-2.64975758569162e-05,-0
0.250000543576362,-1.50264234082256e-05,-0,-0.250013115493854,-2.68552922524673e-05,-0
0.250000701733037,-1.5134950580231e-05,-0,-0.250013436857865,-2.722731033021e-05,-0
0.250000878114448,-1.52750122481372e-05,-0,-0.250013858122866,-2.7593835387425e-05,-0
0.250001079312358,-1.5455336657544e-05,-0,-0.250014366176497,-2.7946554627624e-05,-0
0.25000131053184,-1.56737973864212e-05,-0,-0.250014936634029,-2.82798304406347e-05,-0
0.250001569044263,-1.59337351445041e-05,-0,-0.250015534885674,-2.8585188179862e-05,-0
