TRFoot,TLFoot
0.0244778158361622,0.0137931073429224
0.0468349292769387,0.0251786571361383
0.0756620125997696,0.039389278309167
0.112820430530762,0.0546316229976852
0.153611739220758,0.0633423800746049
0.192605074105314,0.0718682419531723
0.220091509389617,0.0856087347890938
0.231186387291291,0.0925876480157967
0.238639441468224,0.0999437429319858
0.243035153583605,0.132122457493728
0.231120588033982,0.192416459079479
0.212569036359391,0.274308221148931
0.20368631344528,0.360033561325545
0.20665046176654,0.429267174552924
0.22252098391927,0.462169511306373
0.263931221431026,0.449045059038013
0.339421447270141,0.402170679507448
0.452757863604362,0.341249710827904
0.614207326490433,0.280817378214052
0.806702345933058,0.226057213292551
1.0183804537215,0.193349946550551
1.26047805972336,0.193188913206802
1.53372371606418,0.207992293546657
1.83542901661253,0.232900633001191
2.12172072910517,0.26637012443986
2.31685094050331,0.292644849454604
2.36286890172251,0.293555899204723
2.28213255712329,0.273545319384447
2.16184958083673,0.260890574133151
2.08722981870281,0.269314217498055
2.13657572945627,0.292543904506943
2.39678808629261,0.319058842165828
2.98706321258331,0.345511509539443
4.0347045986642,0.361304006306359
5.62586039603613,0.347363599084501
7.73164176754596,0.306900473092342
10.1686472926096,0.25507905535188
12.6644839670854,0.20215955375248
14.9333021860935,0.152944471514921
16.7277382363597,0.116727248038763
17.8524228733184,0.103267130122978
18.1737502890914,0.107518262264116
17.6784450746006,0.116570030759481
16.4692346251931,0.126882613893361
14.7283953238105,0.130195474043793
12.6875165416966,0.115440976815318
10.5411609568807,0.103027310981516
8.43928201148811,0.126508973597654
6.49535143007961,0.214555207241755
4.79184932458016,0.396946461876292
3.37560224510725,0.689363837057644
2.25922420163254,1.09318296046326
1.44396777164568,1.59813832369296
0.891710666665874,2.16833655391338
0.551408399644436,2.72046731573028
0.381593625104299,3.14920661120055
0.320219584484321,3.40173907312981
0.310393986791668,3.4912540866795
0.319008001458661,3.46636594601658
0.337936494912404,3.35383382141224
0.384406639855328,3.17043814532507
0.46586363875477,2.95183997835429
0.556064512985618,2.73845412479367
0.609901800063143,2.54634518420912
0.604263073759209,2.37747489118446
0.557364769152267,2.2275674331669
0.507586089720755,2.08095334350521
0.483784360439399,1.951651292899
0.489396666142395,1.86945997665836
0.518923322120348,1.84266029809938
0.557720150605524,1.86177459867265
0.571842342905009,1.91815318113225
0.561603038060865,1.99421174155788
0.546545807571677,2.05807256980088
0.538797285490101,2.09463865613831
0.532544780201473,2.10522404012804
0.527148248764845,2.07677222029908
0.531328930895259,2.0133916487667
0.536932086312929,1.94491252313411
0.534597175181792,1.91988122580048
0.529606086689938,1.94870114986149
0.539630982981218,2.00480632491135
0.561905662420562,2.06024979613221
0.57442099529803,2.08867381881601
0.548052417078307,2.08595819806768
0.480364115670666,2.05458161894056
0.400619479764841,1.98672171899267
0.326153011329184,1.87166492498509
0.257864321212077,1.71085229511142
0.19023010592152,1.52172732080219
0.132667925502077,1.32126609797359
0.103271285291492,1.12337696692814
0.107073635761602,0.944480001418813
0.141450371183337,0.799302811417172
0.181588579483956,0.678399640488315
0.210195437213673,0.556973936202434
0.230229420270321,0.430287787663141
0.255614665456639,0.317577454318445
0.294045487139053,0.234580921322408
0.348747030710269,0.184848679597567
0.412467192435256,0.173414122918525
0.494104518852838,0.220675446906086
0.594598554309159,0.351763368504972
0.693176281859469,0.56583491633921
0.776147396766767,0.827208366857928
0.847523797415077,1.09850448641468
0.913369384587394,1.37900776929062
0.968942972663518,1.65569479665446
1.01455936333085,1.86974074631954
1.06550175423088,1.95490885925748
1.12350139424657,1.9071951041692
1.16744782795533,1.81174075223238
1.18802285364754,1.7525799670139
1.19470618577378,1.76599902520058
1.23922624453405,1.83589031739079
1.38843719004036,1.9220244673954
1.63184533353833,1.99933169790387
1.8981412033241,2.05740613434903
2.12307625692806,2.09167139301265
2.31033038030627,2.09417037497432
2.49997420878493,2.03733434001716
2.69871141166707,1.90240451900484
2.87967188421744,1.70536388864122
3.01942041802884,1.49340231299549
3.09858672722956,1.31083561102891
3.14670885689456,1.16621609077083
3.2172003283349,1.04929896655331
3.32110206588039,0.955890713235496
3.46218159353965,0.893698944531075
3.69487093376389,0.862070770643156
4.13034764396381,0.863909706613492
4.83998135482313,0.881693927127956
5.80742478162006,0.886920982380124
6.96900184540997,0.865233016733289
8.18151136055709,0.814201452672651
9.20771769639217,0.752556769038528
9.82315420553167,0.697240865282616
9.94014637810167,0.641315448951877
9.56768648746339,0.567229404289531
8.75234151089551,0.471525130676724
7.61152488561502,0.375414751493417
6.32433170178827,0.293498020944204
5.05891360481592,0.229916821410826
3.90434678129482,0.182798054461045
2.91235861194681,0.156829733034784
2.15525429923253,0.15480398846147
1.67313532906469,0.159929648557474
1.4525437243908,0.168448846712553
1.44950787703594,0.192384147232177
1.60518663037597,0.238415024666711
1.87397801272613,0.303925273049637
2.22705689326664,0.372293384712367
2.65237433845876,0.429383953773172
3.15752043675143,0.455076173105131
3.77389981941572,0.459272107805643
4.55834913325131,0.455939351648244
5.57985478076843,0.451402277245228
6.87004277399516,0.462094880453767
8.31786397438491,0.49368948060372
9.68635845794545,0.529604186654761
10.7569549602099,0.541756688558273
11.4230408462964,0.532039540423649
11.7113665672288,0.54977193542152
11.7009093825003,0.631948450051774
11.5066381728758,0.781699539594374
11.2609870901962,1.00035199547791
11.0156549223818,1.2705807767716
10.7504243698916,1.55874901203657
10.4464795848451,1.82573044449363
10.0832744705663,2.04485648781164
9.63169739312099,2.19568987415132
9.09436284984925,2.26961486394586
8.53176858773953,2.27165693673607
7.99153655788744,2.21145254220288
7.47835219935798,2.09243639947549
6.97931964680512,1.93213916944553
6.46523182360772,1.76181275797701
5.9091791897958,1.61165765232676
5.32419314678981,1.47141913448538
4.76145094271832,1.32001160966745
4.26175298682282,1.16245596223085
3.81602870651383,1.00052927090737
3.39695575774881,0.846680720411729
2.9710540833482,0.715766717538316
2.50385043067404,0.623446608497046
1.99426915381615,0.564722136643638
1.49246103668164,0.518058665539237
1.07595217032795,0.466989344513335
0.796047404094181,0.411363280742305
0.647837301372339,0.37704307816411
0.58649175344768,0.381516933195797
0.571016656028433,0.419672623371998
0.571849836490537,0.470148586671936
0.563877504885114,0.507123709650073
0.532524661716013,0.519115026540566
0.484661624476709,0.505154211696123
0.430657794268058,0.467184537091071
0.384514258605809,0.411222613915199
0.358378801769787,0.356650879381286
0.355357623889401,0.318365056377772
0.384456694713133,0.282352724419114
