positionRXFoot,positionRYFoot,positionRZFoot,positionLxFoot,positionLyFoot,positionLZFoot
0.25,0,-0,-0.25,0,-0
0.250000119024597,-1.25091722144716e-07,-0,-0.249999849701403,-2.92129110533831e-07,-0
0.250000411808209,-5.05946730914217e-07,-0,-0.249999496909587,-1.08903386384222e-06,-0
0.2500007542456,-1.13413517067582e-06,-0,-0.249999122377165,-2.22199867549656e-06,-0
0.250001027567033,-1.95857461228079e-06,-0,-0.249998860995176,-3.49599724416312e-06,-0
0.250001145597806,-2.90222006679295e-06,-0,-0.249998768700459,-4.72192183910866e-06,-0
0.250001090040646,-3.89188000754954e-06,-0,-0.249998828996218,-5.75268422454114e-06,-0
0.250000913907155,-4.87304460113603e-06,-0,-0.249998981374374,-6.49705048661533e-06,-0
0.250000706797612,-5.80691185206941e-06,-0,-0.249999153024478,-6.91977960947523e-06,-0
0.250000547520548,-6.66452683235101e-06,-0,-0.249999286987926,-7.03898634165335e-06,-0
0.250000466372523,-7.42325736350619e-06,-0,-0.249999353049336,-6.90698667350856e-06,-0
0.25000045525946,-8.07133603142041e-06,-0,-0.249999336392492,-6.58033326263119e-06,-0
0.250000504527274,-8.61544790728807e-06,-0,-0.249999230748333,-6.10713141940926e-06,-0
0.25000059545819,-9.06514211570479e-06,-0,-0.249999048091609,-5.53226704392953e-06,-0
0.25000069479878,-9.42541403910203e-06,-0,-0.249998815962117,-4.89909746109085e-06,-0
0.250000783270387,-9.69948461485793e-06,-0,-0.2499985571979,-4.24920325125706e-06,-0
0.250000855389327,-9.88778985140614e-06,-0,-0.249998285240184,-3.61841824211783e-06,-0
0.250000904040979,-1.00008879178744e-05,-0,-0.249998017226987,-3.02921073659551e-06,-0
0.250000923144559,-1.00516662753212e-05,-0,-0.249997770019569,-2.50653377138478e-06,-0
0.250000913357328,-1.00466595672866e-05,-0,-0.249997554536126,-2.08040264703949e-06,-0
0.250000891547575,-9.99534692157253e-06,-0,-0.249997377380949,-1.75530603179515e-06,-0
0.250000890426186,-9.90901943810401e-06,-0,-0.249997226660994,-1.49705097830706e-06,-0
0.250000945378119,-9.80047973424733e-06,-0,-0.249997080067165,-1.26637551505931e-06,-0
0.250001064964404,-9.67839153629019e-06,-0,-0.249996927466576,-1.05462863972554e-06,-0
0.250001219161014,-9.54182184342719e-06,-0,-0.249996765380044,-8.62799330225922e-07,-0
0.25000137431187,-9.38756276238131e-06,-0,-0.249996585301151,-6.85220622787074e-07,-0
0.250001506469998,-9.20499334410338e-06,-0,-0.249996390525459,-5.16492206029936e-07,-0
0.25000161374836,-8.98485320248888e-06,-0,-0.249996199054966,-3.48674235192495e-07,-0
0.25000171562782,-8.7475244865897e-06,-0,-0.249996010295601,-1.87378781431922e-07,-0
0.250001822822528,-8.53169058155056e-06,-0,-0.249995810434903,-5.27724456636947e-08,-0
0.250001935599212,-8.36316215494737e-06,-0,-0.249995619099816,4.90064420071273e-08,-0
0.25000205335107,-8.25156760746628e-06,-0,-0.249995463864327,1.32994245769683e-07,-0
0.250002177650878,-8.19406977948048e-06,-0,-0.249995323169595,2.24314430889624e-07,-0
0.250002321259923,-8.1831534683651e-06,-0,-0.24999517634189,3.44369540730452e-07,-0
0.250002500609472,-8.22453419776938e-06,-0,-0.249995031893834,4.93398531497619e-07,-0
0.250002708163198,-8.31469548575635e-06,-0,-0.249994888427631,6.61657094483535e-07,-0
0.250002920142398,-8.4286578193511e-06,-0,-0.249994748548297,8.53877866603135e-07,-0
0.25000310718264,-8.55059077060528e-06,-0,-0.24999462754563,1.06995808519742e-06,-0
0.250003243855884,-8.67278712999213e-06,-0,-0.249994541552973,1.28994870080914e-06,-0
0.250003316750053,-8.79257428789465e-06,-0,-0.249994493005121,1.48905067002049e-06,-0
0.250003317590616,-8.92594727500179e-06,-0,-0.24999445648446,1.63968017599832e-06,-0
0.250003238328737,-9.09258107100495e-06,-0,-0.249994399269445,1.73043513234535e-06,-0
0.250003063472921,-9.29191355488688e-06,-0,-0.249994303013675,1.77375150412094e-06,-0
0.25000278402846,-9.49554224721759e-06,-0,-0.249994179411546,1.77336380124587e-06,-0
0.250002408083294,-9.66789893416015e-06,-0,-0.249994052386088,1.72530133016674e-06,-0
0.250001947420547,-9.79210031969559e-06,-0,-0.249993921988405,1.64714189762229e-06,-0
0.250001427255531,-9.87241512792168e-06,-0,-0.249993768543186,1.56890518335696e-06,-0
0.250000889240998,-9.9262418814273e-06,-0,-0.249993580803106,1.49660118550518e-06,-0
0.250000358657913,-9.9676603369869e-06,-0,-0.249993377418733,1.41526144767335e-06,-0
0.249999845565536,-1.00054144294618e-05,-0,-0.249993168913228,1.32425123538184e-06,-0
0.249999359383799,-1.00428607147778e-05,-0,-0.249992936860868,1.2355686989584e-06,-0
0.249998909527034,-1.00809356569584e-05,-0,-0.249992670576368,1.14393880127927e-06,-0
0.249998508945516,-1.01258190267073e-05,-0,-0.249992392936914,1.02549428132236e-06,-0
0.249998171099283,-1.01698378369219e-05,-0,-0.249992157063794,8.60604642537458e-07,-0
0.249997916384996,-1.02056773282631e-05,-0,-0.249991999582295,6.46838724058728e-07,-0
0.24999775320194,-1.02494946625106e-05,-0,-0.249991919188785,3.97538590432968e-07,-0
0.249997662772859,-1.03094759852937e-05,-0,-0.249991904329269,1.31012728994571e-07,-0
0.249997626899273,-1.03774002507974e-05,-0,-0.249991944968557,-1.35527396985434e-07,-0
0.249997632494234,-1.0443082090807e-05,-0,-0.249992015225342,-3.95275585744059e-07,-0
