angularRateRxFoot,angularRateRyFoot,angularRateRzFoot,angularRateLxFoot,angularRateLyFoot,angularRateLzFoot,angularRateRxShank,angularRateRyShank,angularRateRzShank,angularRateLxShank,angularRateLyShank,angularRateLzShank,angularRateRxThigh,angularRateRyThigh,angularRateRzThigh,angularRateLxThigh,angularRateLyThigh,angularRateLzThigh
-0.0124869145341455,0.112037622697946,-0.00688110137067926,3.90033674458545,-3.13236537958595,-0.626471064562627,-1.02197020427891,0.0943535658065882,0.651904950233404,4.76649127498821,1.20549652302121,0.286509564394659,-0.65383144443187,-0.258202147592155,0.470235923032649,1.08631226013281,0.308858403003382,1.03440343677152
-0.0168774416519326,0.106655105620689,-0.00983298500232685,3.6994677381752,-3.0566104361616,-0.828776557739235,-0.997025100178503,0.105079801419421,0.628113879256764,4.95661445191876,1.19402319932995,0.387471181975262,-0.681288201553582,-0.240368315512879,0.467872333881061,0.957683043027295,0.276656907051492,0.992304030796366
-0.0234207356549651,0.101301271279486,-0.0128413455842368,3.47467708554096,-2.90848950477859,-1.01842505250209,-0.97478761828512,0.111970577665857,0.593930189773605,5.12180066189025,1.16645722906814,0.515269940699248,-0.714366456282169,-0.221080235821084,0.46115474600752,0.824787117071141,0.248131536521374,0.922127871774751
-0.0330230411372569,0.0963429779480809,-0.0157074166469762,3.22964029504263,-2.74162475547083,-1.19711510762698,-0.956402152653883,0.116488531029252,0.554926873749547,5.25916503596951,1.12403883024375,0.653461930235934,-0.751690626972959,-0.199702369503916,0.450203812478672,0.68970078130607,0.225444983243783,0.825689915009779
-0.0470499237017831,0.0922085600365417,-0.0181578233893712,2.97491309624762,-2.62953656394368,-1.36451836239145,-0.942624822411024,0.120278686233566,0.515915363391976,5.36180067473515,1.06995696328099,0.78267545705629,-0.791757540183698,-0.176644473971302,0.435552840649931,0.554964727269415,0.210420650623185,0.704312014903783
-0.0667570565263278,0.0892099072081697,-0.0199292819296161,2.73158325044161,-2.59622104813173,-1.51444423657895,-0.933515330448268,0.124592516881081,0.47989223754651,5.4200846027564,1.0094814862498,0.878399797279543,-0.833261715677716,-0.152947231405074,0.4185682210474,0.423380885548473,0.202367544422235,0.559837363535518
-0.0929354350177569,0.0873333848052927,-0.0208836645383612,2.51701176009912,-2.5991892110497,-1.63649674485828,-0.928531173363168,0.130072004575995,0.448200904334888,5.42520214678372,0.950976551223151,0.919795209216413,-0.8752510003134,-0.129553379841341,0.40145196911833,0.298936449500914,0.199589698500805,0.396380790173418
-0.126414384670174,0.0862167943788285,-0.020976210256583,2.33637335255749,-2.58695703768436,-1.72095426487113,-0.926862958606563,0.136937688731577,0.421367767430071,5.37275492885027,0.901970867947067,0.903283442399716,-0.917165123192349,-0.107481306483261,0.386551469899389,0.187639758456126,0.20122216105038,0.221224465398037
-0.168159043812978,0.0853842130970212,-0.0202419022666005,2.18841847157817,-2.55265269449998,-1.76392632955506,-0.927638188375267,0.145324696801853,0.399487125462031,5.26129181606114,0.865454339449113,0.838037787857055,-0.9588597951736,-0.0879324519312939,0.375370319410725,0.0956433055940088,0.206980341227459,0.0437588894572205
-0.218891740936,0.084413061070612,-0.0187989170106581,2.06286226310208,-2.52127977908055,-1.76894983061272,-0.930052035728223,0.155248002517066,0.382159640603193,5.08918331862673,0.83956359543866,0.736029882391227,-1.00064764398347,-0.0718573899348223,0.368279239402955,0.0251754039378736,0.217317006584094,-0.129882005831692
-0.279500193709701,0.0828761481042871,-0.0167503922516983,1.93613665820242,-2.50731487009325,-1.74741159528892,-0.933353482683569,0.166594585692796,0.368703595771393,4.85532166927916,0.818294110024764,0.609710616203707,-1.0432129117563,-0.0606194648009056,0.365359195767931,-0.0271622526696689,0.235740144867989,-0.302968674040694
-0.351544291650371,0.0806550248912929,-0.0140263932710843,1.78449242831126,-2.47246021922757,-1.71458101492028,-0.936725192901558,0.179509057342731,0.358309173494497,4.55957525439008,0.792183416684581,0.469126794353918,-1.08732020162559,-0.0560848597397201,0.366391598208447,-0.0685908933993008,0.267903707093597,-0.4828007341214
-0.436718350943618,0.0777622541736745,-0.0104525310949331,1.58311112349295,-2.3390977686865,-1.68084261979661,-0.939114404600681,0.194420299339588,0.349602404158326,4.20080088759785,0.753401698020999,0.320206701509654,-1.13369259309897,-0.058232718619462,0.370260979506347,-0.106633415051672,0.314562788043074,-0.666277353072053
-0.536268477289835,0.0736470282957306,-0.00590679332445367,1.30355833920674,-2.05822608199048,-1.64524216685254,-0.938803658867532,0.211818218331399,0.34063043395087,3.77831463893252,0.702447288069355,0.173204919068418,-1.18311475490543,-0.0646337451619587,0.375807124828366,-0.145352585610828,0.367104377432398,-0.837177171762317
-0.651889679200196,0.0677946355287649,-0.000169157098964769,0.949933457374453,-1.641389130902,-1.60299591636252,-0.93323789048256,0.232315588872798,0.329755522449177,3.29569977918541,0.645468517313688,0.0536586420299328,-1.2365236523928,-0.072802681596635,0.382947363279724,-0.18489256194066,0.411106223349524,-0.977691746626964
-0.787115584636194,0.0605298417195457,0.00732566601291581,0.579609752939839,-1.14474213421363,-1.55303592481859,-0.919375415441043,0.256567377837132,0.316480130879318,2.76025306799011,0.589469510186912,-0.00212912433058497,-1.2949941027684,-0.0815543914790083,0.392825561814567,-0.224632448746747,0.435565439854629,-1.07398230079182
-0.947019265801524,0.0522111151519873,0.0172232416346583,0.253710833339775,-0.63196485288246,-1.48604881158343,-0.894006133646135,0.284616631894396,0.30198049405945,2.18489850685973,0.547840368508575,0.0334640134056037,-1.35961557237837,-0.0907872126365846,0.407171324443835,-0.266694581028425,0.440489932130741,-1.11456999156042
-1.13764382873119,0.0422042429807004,0.0298582944026697,-0.0110026076541656,-0.146315010969022,-1.38796853873376,-0.854057867586599,0.315288359950413,0.289452063929241,1.5963044105236,0.5279753827812,0.148139190661814,-1.43143692600282,-0.100849079075283,0.42772666271821,-0.318673015260599,0.432793026924091,-1.0901823507754
-1.36710960869532,0.029235452168169,0.0454752987591758,-0.219883304666941,0.286253318989808,-1.26190757863954,-0.795962734017706,0.347992199548,0.283328242457546,1.02709879925147,0.517888227346749,0.315626687974658,-1.51154411939109,-0.111755371489739,0.455499334564033,-0.387981401300182,0.4143612548674,-0.994998402979292
